============================================================
连续 SAM 检测器调参
Host:                 usmidet-com-prod-com018.aptiv.com
Job ID:               33027858
Array ID:             7
Python:               .venv/bin/python
Install deps:         0
Environment:          0.030 / 0.016 / 0.08
Timesteps:            300000
Episodes:             300
Seed:                 42
Threshold:            18
Decay:                0.02
Warmup steps:         40
Cooldown steps:       160
Switch margin:        1.25
Noise variance:       0.0005
Max normalized error: 8
Start time:           2026-05-14 01:41:15
============================================================
============================================================
连续 OPS-DeMo sweep 单任务
{
  "experiment_name": "continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth18_dc0p02_wu40_cd160_mg1p25_nv0p0005_mx8_oufalse",
  "interceptor_max_speed": 0.03,
  "intruder_max_speed": 0.016,
  "collision_radius": 0.08,
  "total_timesteps": 300000,
  "seed": 42,
  "episodes": 300,
  "detector_threshold": 18.0,
  "detector_decay": 0.02,
  "sam_warmup_steps": 40,
  "sam_cooldown_steps": 160,
  "sam_switch_margin": 1.25,
  "sam_max_normalized_error": 8.0,
  "sam_noise_variance": 0.0005,
  "sam_mc_passes": null,
  "sam_sample_steps": null,
  "sam_epochs": null,
  "sam_online_updates": "false"
}
============================================================
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 55.3        |
| time/                   |             |
|    fps                  | 1798        |
|    iterations           | 30          |
|    time_elapsed         | 34          |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.004433577 |
|    clip_fraction        | 0.0193      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.0201      |
|    learning_rate        | 0.0003      |
|    loss                 | 166         |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00362    |
|    std                  | 0.893       |
|    value_loss           | 313         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 255         |
|    ep_rew_mean          | 59          |
| time/                   |             |
|    fps                  | 1796        |
|    iterations           | 31          |
|    time_elapsed         | 35          |
|    total_timesteps      | 63488       |
| train/                  |             |
|    approx_kl            | 0.008115355 |
|    clip_fraction        | 0.0568      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | 0.0125      |
|    learning_rate        | 0.0003      |
|    loss                 | 121         |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.00362    |
|    std                  | 0.887       |
|    value_loss           | 215         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 246          |
|    ep_rew_mean          | 64           |
| time/                   |              |
|    fps                  | 1796         |
|    iterations           | 32           |
|    time_elapsed         | 36           |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0055906414 |
|    clip_fraction        | 0.0453       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | 0.0346       |
|    learning_rate        | 0.0003       |
|    loss                 | 132          |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.00508     |
|    std                  | 0.88         |
|    value_loss           | 244          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 244         |
|    ep_rew_mean          | 65.8        |
| time/                   |             |
|    fps                  | 1796        |
|    iterations           | 33          |
|    time_elapsed         | 37          |
|    total_timesteps      | 67584       |
| train/                  |             |
|    approx_kl            | 0.007926924 |
|    clip_fraction        | 0.072       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 0.0615      |
|    learning_rate        | 0.0003      |
|    loss                 | 109         |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00542    |
|    std                  | 0.876       |
|    value_loss           | 257         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 238        |
|    ep_rew_mean          | 69.7       |
| time/                   |            |
|    fps                  | 1796       |
|    iterations           | 34         |
|    time_elapsed         | 38         |
|    total_timesteps      | 69632      |
| train/                  |            |
|    approx_kl            | 0.00493253 |
|    clip_fraction        | 0.026      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.57      |
|    explained_variance   | 0.0977     |
|    learning_rate        | 0.0003     |
|    loss                 | 154        |
|    n_updates            | 330        |
|    policy_gradient_loss | -0.00519   |
|    std                  | 0.871      |
|    value_loss           | 292        |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 246          |
|    ep_rew_mean          | 68.4         |
| time/                   |              |
|    fps                  | 1796         |
|    iterations           | 35           |
|    time_elapsed         | 39           |
|    total_timesteps      | 71680        |
| train/                  |              |
